total_num_tiles,390
total_num_kernels,384
total_num_cores,384
total_core_util,384
total_memory_size,11073024
compute_node_count,384
plio_node_count,80
gmio_node_count,0
dma_node_count,0
pktio_node_count,216
pktcontrol_node_count,0
